code;site;city;province;latitude;longitude
110006;"VI/JUNDIZ";"VITORIA";"ALAVA";42.8407222;-2.7375120
110007;"ARGANDOÑA";"ARGANDOÑA";"ALAVA";42.8391416;-2.5833929
110008;"MIÑANO CT TSM - 0100013";"MIÑANO";"ALAVA";42.9114931;-2.6582152
110010;"ENTE PUBLICO AEROP. TSM - 0100100";"ANTEZANA";"ALAVA";42.8876297;-2.7259016
110032;"JUNDIZ/SECTOR 21";"VITORIA";"ALAVA";42.8407222;-2.7375120
110037;"JUNDIZ/PADULETA ARMARIO U";"JUNDIZ";"ALAVA";42.8516484;-2.7419310
110038;"VI/BULEVAR OFICINAS";"VITORIA";"ALAVA";42.8465088;-2.6724025
110040;"VI/OLMOS";"VITORIA";"ALAVA";42.8736232;-2.6534878
110090;"";"VITORIA";"ALAVA";42.8465088;-2.6724025
268001;"HELLÍN/S.RAFAEL";"HELLIN";"ALBACETE";38.5418143;-1.7023437
268004;"MINAS";"HELLIN";"ALBACETE";38.3307277;-1.6809272
268007;"AGRAMON TSM - 0200264";"AGRAMON";"ALBACETE";38.4226504;-1.6374099
268010;"MINATEDA";"HELLIN";"ALBACETE";38.4666173;-1.6116892
268011;"CANCARIX";"HELLIN";"ALBACETE";38.5106649;-1.6995137
268012;"ISSO";"HELLIN";"ALBACETE";38.4913318;-1.7441228
268013;"NAVACAMPAÑA TSM-0200144";"HELLIN";"ALBACETE";38.5106649;-1.6995137
268014;"HELLIN MINGOGIL MUXFIN";"HELLIN";"ALBACETE";38.5106649;-1.6995137
268015;"MUXFIN CAÑADA DE AGRA";"HELLIN";"ALBACETE";38.5106649;-1.6995137
270002;"RODA";"LA RODA";"ALBACETE";39.1993692;-2.1628730
270005;"SANTA MARTA ER TSM - 0200133";"RODA (LA)";"ALBACETE";39.2070200;-2.1581637
311002;"COVETA FUMA";"CAMPELLO (EL)";"ALICANTE";38.4501399;-0.3645117
320003;"SARGENTO";"BARADELLO";"ALICANTE";38.7094947;-0.5211359
361010;"BALCONES";"LOS BALCONES";"ALICANTE";38.4445747;-0.4304897
361016;"CHAPARRAL (A)";"CHAPARRAL, EL";"ALICANTE";38.0108639;-0.6947065
362008;"NUCIA, LA";"NUCIA, LA";"ALICANTE";38.5941217;-0.1228864
362013;"BARRANCO HONDO";"BARRANCO HONDO";"ALICANTE";38.3436365;-0.4881708
362021;"TERRA MITICA";"BENIDORM";"ALICANTE";38.5596154;-0.1614326
363001;"BENISA";"BENISA";"ALICANTE";38.3436365;-0.4881708
363016;"VERDEROL";"FANADIX";"ALICANTE";38.6809271;0.0880142
364004;"MUXFIN 1 EN BENITACHELL/CANSALADES";"JAVEA/XABIA";"ALICANTE";38.7893804;0.1634168
364005;"ONDARA/GRUP DE PREMSA INDEPEN TSM";"ONDARA";"ALICANTE";38.8277759;0.0170054
364008;"JAVEA/PORTICHOL CT TSM - 0300068";"JAVEA";"ALICANTE";38.7893804;0.1634168
364010;"PARTIDA DEVESES";"PARTIDA DEVESES";"ALICANTE";38.8643611;0.0130545
369005;"ENCINA (A)";"VILLENA";"ALICANTE";38.7638134;-0.9529798
412001;"BENAHADUX";"BENAHADUX";"ALMERIA";36.9299963;-2.4669778
412002;"PECHINA";"PECHINA";"ALMERIA";36.9143469;-2.4430868
414003;"MARINAS";"ROQUETAS DE MAR";"ALMERIA";36.7325716;-2.6315717
414005;"PUEBLA DE VICAR";"PUEBLA DE VICAR";"ALMERIA";36.7993697;-2.6513806
414006;"S.AGUSTIN (AL)";"EJIDO (EL)";"ALMERIA";36.7132809;-2.6952550
414007;"CONGO";"VICAR";"ALMERIA";36.7860007;-2.6443146
414009;"ENVIA";"VICAR";"ALMERIA";36.8371214;-2.6197241
414010;"HORTICHUELAS MUXFIN";"ROQUETAS DE MAR";"ALMERIA";36.7630203;-2.6115886
414011;"MARINAS MUXFIN EL SOLANILLO PTRO 6";"MARINAS, LAS";"ALMERIA";37.1933670;-1.8143199
414012;"ROQUETAS DE MAR/MUXFINs ACTORES 1_2_3";"ROQUETAS DE MAR";"ALMERIA";36.7327109;-2.6194148
462002;"BALANEGRA";"BALANEGRA";"ALMERIA";36.7480100;-2.9076800
462006;"ALMERIMAR CT TSM - 0400034";"EJIDO (EL)";"ALMERIA";36.7743863;-2.8124886
462007;"BALERMA";"EJIDO (EL)";"ALMERIA";36.7743863;-2.8124886
462008;"GUAINOS BAJO";"ADRA";"ALMERIA";36.7470174;-3.0711060
462009;"CURVA";"ADRA";"ALMERIA";36.7584361;-2.9792221
462010;"NORIAS";"EJIDO (EL)";"ALMERIA";36.7569593;-2.7507129
462011;"MATAGORDA";"EJIDO (EL)";"ALMERIA";36.7240776;-2.8416804
462012;"STA.Mª AGUILA";"SANTA MARIA DEL AGUILA";"ALMERIA";36.7781634;-2.7726265
462013;"ALMAR/LAGO.LITESPAN";"ALMERIMAR";"ALMERIA";36.7078670;-2.8074558
462014;"ALMERIMAR MUXFIN LAS ENTINAS";"ALMERIMAR";"ALMERIA";36.7078670;-2.8074558
462016;"STA.M.AGUILA MUX. LA REDONDA SUR";"SANTA MARIA DEL AGUILA";"ALMERIA";36.7806450;-2.7736816
462777;"";"EJIDO (EL)";"ALMERIA";36.7743863;-2.8124886
463010;"OLULA RIO";"OLULA DEL RIO";"ALMERIA";37.3866481;-2.3114264
468005;"HUERCAL OVERA";"HUERCAL OVERA";"ALMERIA";37.3870788;-1.9350318
468012;"MENAS";"MENAS, LOS";"ALMERIA";37.3483583;-1.9806405
468017;"STA.Mª NIEVA";"HUERCAL-OVERA";"ALMERIA";37.3895979;-1.9450652
468018;"URCAL";"HUERCAL-OVERA";"ALMERIA";37.4664179;-1.9213003
468024;"SAN FRANCISCO FITL/MUXFIN";"HUERCAL OVERA";"ALMERIA";37.3895979;-1.9450652
3310019;"PRONI (MERES)";"SIERO";"ASTURIAS";43.3833917;-5.7544324
3310021;"MERES (MERES)";"MERES (SIERO)";"ASTURIAS";43.3809966;-5.7485924
3312001;"ABLAÑA ARRIBA";"MIERES";"ASTURIAS";43.2349957;-5.7699319
3312002;"UJO CT";"MIERES";"ASTURIAS";43.2349957;-5.7699319
3312003;"FIGAREDO";"MIERES";"ASTURIAS";43.2108523;-5.7827229
3312004;"TURON CT";"MIERES";"ASTURIAS";43.2349957;-5.7699319
3312007;"RIOTURBIO";"MIERES";"ASTURIAS";43.2642052;-5.7402859
3313001;"CARBAYIN";"SIERO";"ASTURIAS";43.3952982;-5.6357023
3313003;"LIERES";"SIERO";"ASTURIAS";43.3805889;-5.5825697
3313007;"PEÑA MEA 1 CT";"SIERO";"ASTURIAS";43.3841397;-5.6990132
3313008;"PEÑA MEA 2 CT (SAN MARTIN)";"SIERO";"ASTURIAS";43.3952982;-5.6357023
3315001;"TRAPA (LANGREO)";"LANGREO";"ASTURIAS";43.2920285;-5.7488639
3315004;"LANGREO/RIAÑO I";"LANGREO";"ASTURIAS";43.2950131;-5.6834310
3315005;"LANGREO/RIAÑO II/III";"LANGREO";"ASTURIAS";43.2950131;-5.6834310
3315009;"TUILLA";"LANGREO";"ASTURIAS";43.3280286;-5.6432609
3320004;"CANCIENES";"CORVERA DE ASTURIAS";"ASTURIAS";43.5178456;-5.8877648
3320006;"SALINAS";"CASTRILLON";"ASTURIAS";43.5704918;-5.9565128
3320007;"CENSO";"CASTRILLON";"ASTURIAS";43.5616189;-6.0309098
3320010;"VEGAS/BALAGARES";"VEGAS, LAS (CORVERA)";"ASTURIAS";43.5353542;-5.9011031
3320090;"";"AVILÉS";"ASTURIAS";43.5554436;-5.9222466
3367006;"CONDADO";"LAVIANA";"ASTURIAS";43.2369778;-5.5046584
3367007;"VILLORIA (ASTURIAS)";"LAVIANA";"ASTURIAS";43.2160373;-5.5660684
510003;"ALAMEDILLA BERROCAL";"AVILA";"AVILA";40.7070764;-4.7659300
510004;"NARRILLOS S.LEONARDO";"AVILA";"AVILA";40.6950580;-4.7242665
510005;"VICOLOZANO (POLIG.)";"VICOLOZANO";"AVILA";40.6818449;-4.6326631
510006;"AV/PATRIMONIO HUMANIDAD";"AVILA";"AVILA";40.6700684;-4.6612184
510008;"AV/VALLE AMBLES";"AVILA";"AVILA";40.5549090;-4.9020959
510009;"AV/SONSOLES";"AVILA";"AVILA";40.4788310;-4.6830021
510011;"AV/RIO CEA";"AVILA";"AVILA";40.6692794;-4.6839392
510012;"AV-AVILA ER TSM - 0500001";"AVILA";"AVILA";40.6564780;-4.7002172
510014;"AV/CIUDAD DEPORTIVA";"AVILA";"AVILA";40.6564780;-4.7002172
510015;"AVILA/TIRO DE PICHON";"AVILA";"AVILA";40.6564780;-4.7002172
510090;"";"AVILA";"AVILA";40.6564780;-4.7002172
512002;"BERNUY-SALINERO";"AVILA";"AVILA";40.6564780;-4.7002172
610001;"DEHESILLA DE CALAMON MUXFIN";"BADAJOZ";"BADAJOZ";38.8244990;-6.9484980
610003;"GEVORA CAUDILLO";"BADAJOZ";"BADAJOZ";38.9207700;-6.9402100
610004;"SAGRAJAS";"SAGRAJAS";"BADAJOZ";38.9238931;-6.9016743
610006;"VALDEBOTOA";"VALDEBOTOA";"BADAJOZ";38.9678479;-6.9244834
610007;"BADAJOZ VAGUADAS CENTRAL TELEFONIC";"BADAJOZ";"BADAJOZ";38.8781870;-6.9701110
610009;"RONDA NORTE";"BADAJOZ";"BADAJOZ";38.9005980;-6.8167600
610090;"";"BADAJOZ";"BADAJOZ";38.8781870;-6.9701115
612001;"GUADIANA CAUDILLO";"GUADIANA DEL CAUDILLO";"BADAJOZ";38.9292049;-6.6917215
612002;"NOVELDA GUADIANA";"NOVELDA DEL GUADIANA";"BADAJOZ";38.9399040;-6.8313670
612004;"ALCAZABA";"ALCAZABA";"BADAJOZ";38.9529740;-6.7404889
613001;"OLIVENZA";"OLIVENZA";"BADAJOZ";38.6854813;-7.0995738
613003;"S.FRANCISCO OLIVENZA";"OLIVENZA";"BADAJOZ";38.7464639;-7.1048526
613004;"S.BENITO CONTIENDA";"OLIVENZA";"BADAJOZ";38.6329452;-7.1583106
613005;"SAN JORGE DE ALOR MUXFIN";"OLIVENZA";"BADAJOZ";38.6443903;-7.0583404
614003;"BARBAÑO";"MONTIJO";"BADAJOZ";38.9098936;-6.6151799
614006;"MONTIJO";"MONTIJO";"BADAJOZ";38.9135304;-6.5985989
614009;"VILLAFRANCO GUADIANA";"BADAJOZ";"BADAJOZ";38.8845967;-6.8615222
614011;"BALBOA";"BADAJOZ";"BADAJOZ";38.9045600;-6.8180200
614013;"ALVARADO";"BADAJOZ";"BADAJOZ";38.8097664;-6.7907804
663006;"ALMENDRALEJO MUXFIN";"ALMENDRALEJO";"BADAJOZ";38.6846791;-6.4067802
667001;"ENTRERRIOS";"ENTRERRIOS";"BADAJOZ";39.0039111;-5.7255031
667006;"MUXFIN URBANIZACIÓN SECTOR 16-A.";"DON BENITO";"BADAJOZ";38.9540269;-5.8619466
667017;"VALDIVIA";"VALDIVIA";"BADAJOZ";39.0327034;-5.7095987
667023;"TORVISCAL";"TORVISCAL, EL";"BADAJOZ";39.0727224;-5.7538683
667025;"HERNAN CORTES";"DON BENITO";"BADAJOZ";39.0269062;-5.9325687
667027;"CONQUISTA GUADIANA";"DON BENITO";"BADAJOZ";39.0756874;-6.0369390
667029;"RUECAS";"DON BENITO";"BADAJOZ";39.0397571;-5.8754090
667030;"VALDEHORNILLOS CT";"VALDEHORNILLOS";"BADAJOZ";39.0576870;-5.9762537
667033;"ZURBARAN";"ZURBARAN";"BADAJOZ";38.9323059;-6.6888577
667035;"VIVARES";"DON BENITO";"BADAJOZ";39.0874537;-5.8957961
670004;"GUAREÑA";"GUAREÑA";"BADAJOZ";38.8968916;-6.1288749
673001;"MERIDA";"CARRASCALEJO";"BADAJOZ";39.0281440;-6.3375787
673015;"TORREFRESNEDA";"TORREFRESNEDA";"BADAJOZ";38.9893861;-6.1117275
673017;"CALAMONTE";"CALAMONTE";"BADAJOZ";38.8881800;-6.3870700
673019;"MERIDA/LUCRECIA  TSM - 0600046";"MERIDA";"BADAJOZ";38.9174665;-6.3443977
673023;"MERIDA/POLIG.PRADO";"MERIDA";"BADAJOZ";38.9174665;-6.3443977
673024;"INFANTA CRISTINA";"CALAMONTE";"BADAJOZ";38.8914538;-6.3916961
673082;"";"MERIDA";"BADAJOZ";38.9174665;-6.3443977
710003;"PM/MOLINA CT TSM - 0700012";"PALMA DE MALLORCA";"BALEARES";39.5812524;2.7092683
710007;"PM/CALA MAJOR CT TSM - 0700048";"PALMA DE MALLORCA";"BALEARES";39.5812524;2.7092683
710012;"S.JORDI (PM)";"PALMA DE MALLORCA";"BALEARES";39.5656901;2.7399726
710015;"SON SARDINA";"SON SARDINA";"BALEARES";39.6230983;2.6526724
710017;"PM/PARC BIT TSM - 0700463";"SON SARDINA";"BALEARES";39.6198928;2.6571006
710023;"PM/POLIGONO CAN VALERO R1";"PALMA DE MALLORCA";"BALEARES";39.5812524;2.7092683
710024;"LITESPAN RESIDENCIAL SALVADOR DALI";"PALMA DE MALLORCA";"BALEARES";39.5845177;2.6343370
710025;"LITESPAN MIRALL BALEAR";"PALMA DE MALLORCA";"BALEARES";39.5812524;2.7092683
710026;"CASETA MERCAPALMA";"PALMA DE MALLORCA";"BALEARES";39.5550369;2.7107377
710027;"MUXFIN POLIGONO SES VELES";"PALMA DE MALLORCA";"BALEARES";39.5812524;2.7092683
710028;"S.JORDI/SON GUAL";"PALMA DE MALLORCA";"BALEARES";39.5812524;2.7092683
710030;"PM/SON OMS";"PALMA DE MALLORCA";"BALEARES";39.5812524;2.7092683
710090;"";"PALMA";"BALEARES";39.5812524;2.7092683
762002;"PM/BINISSALEM EB TSM - 0700108";"BINISSALEM";"BALEARES";39.6889279;2.8420532
763002;"CALA MURADA";"MANACOR";"BALEARES";39.5513920;3.2382642
763008;"PORTOCRISTO";"MANACOR";"BALEARES";39.5423251;3.3344312
763015;"CALA MOREIA";"MANACOR";"BALEARES";39.5513920;3.2382642
763019;"CALA ANGUILA";"CALA ANGUILA";"BALEARES";39.5227800;3.3140100
779000;"";"PALMA";"BALEARES";39.5812524;2.7092683
810079;"MUXFIN ZAL2 EN LOCAL";"PRAT DE LLOBREGAT, EL";"BARCELONA";41.3140154;2.1327337
810087;"PRAT/AEROPUERTO T1";"PRAT DE LLOBREGAT (EL)";"BARCELONA";41.2884223;2.0724511
810109;"PRAT AEROPUERTO EB TSM";"PRAT DE LLOBREGAT (EL)";"BARCELONA";41.3246333;2.0952568
812008;"ZADE GLLE MONTMELO LITESP";"MONTMELO";"BARCELONA";41.5515189;2.2480812
813004;"CAN MIR";"CAN MIR";"BARCELONA";41.5540200;1.9720100
813008;"MUXFIN MINIDSLAM MOLI XEC";"RIPOLLET";"BARCELONA";41.4993372;2.1573095
814003;"GAVA/VILA CT TSM-0800113";"GAVA";"BARCELONA";41.3050933;2.0063126
814004;"MOLINS DE REI CT TSM - 0800149";"MOLINS DE REI";"BARCELONA";41.4138087;2.0159626
814012;"STA.COLOMA CERVELLO";"SANTA COLOMA DE CERVELLO";"BARCELONA";41.3672764;2.0155690
814017;"GAVA/MARITIM  TSM-0800286";"GAVA MARITIM";"BARCELONA";41.2652826;2.0021101
814023;"CASTELLDEFELS";"CASTELLDEFELS";"BARCELONA";41.2778900;1.9767400
814090;"";"SANT FELIU DE LLOBREGAT";"BARCELONA";41.3812851;2.0446381
820001;"MANRES/BUENAVISTA CT TSM - 0800037";"SANT FRUITOS DE BAGES";"BARCELONA";41.7532735;1.8749418
820003;"ST.FRUITOS BAGES CT TSM - 0800230";"SANT FRUITOS DE BAGES";"BARCELONA";41.7532735;1.8749418
822002;"NAVARCLES";"NAVARCLES";"BARCELONA";41.7514579;1.9036908
823007;"S.VICENÇ CASTELLET";"SANT VICENÇ DE CASTELLET";"BARCELONA";41.6661061;1.8623179
831001;"ARENYS MAR";"ARENYS DE MAR";"BARCELONA";41.5774115;2.5494194
840011;"POLINYA CT TSM - 0800340";"POLINYA";"BARCELONA";41.5581661;2.1584568
861003;"BERGA";"BERGA";"BARCELONA";42.0993400;1.8456300
862005;"S.FELIU CODINES";"SANT FELIU DE CODINES";"BARCELONA";41.7000532;2.1764572
863003;"PALAFOLLS";"PALAFOLLS";"BARCELONA";41.6715850;2.7512056
863008;"TORDERA (B)";"TORDERA";"BARCELONA";41.7070524;2.7194775
863098;"MONTAGUT ER  TSM - 0800043";"SANT GENIS DE PALAFOLLS";"BARCELONA";41.6601911;2.7224484
866006;"IGUALADA/CLAVE CT TSM - 0800234";"IGUALADA";"BARCELONA";41.5790182;1.6173460
866012;"VILANOVA CAMI";"VILANOVA DEL CAMI";"BARCELONA";41.5736925;1.6413821
867012;"TORELLO";"TORELLO";"BARCELONA";42.0521388;2.2599804
868009;"MARTORELL";"MARTORELL";"BARCELONA";41.4840287;1.9186015
868010;"MASQUEFA";"MASQUEFA";"BARCELONA";41.5029570;1.8125010
868019;"SAN VICENTE";"CASTELLBISBAL";"BARCELONA";41.4765136;1.9832978
870003;"LA BATLLORIA";"LA BATLLORIA";"BARCELONA";41.7195641;2.5549387
870008;"STA.Mª PALAUTORDERA";"SANTA MARIA DE PALAUTORDERA";"BARCELONA";41.6926704;2.4448078
871017;"VIC/COMTE BORRELL";"VIC";"BARCELONA";41.9302021;2.2545943
872003;"MONJOS";"MONJOS, ELS";"BARCELONA";41.3238488;1.6655354
872011;"MUXFIN SADURNI TRIOLA 3";"SANT SADURNI D`ANOIA";"BARCELONA";41.4244663;1.7863949
872017;"S.SADURNI D?ANOIA";"SANT SADURNI D`ANOIA";"BARCELONA";41.4386123;1.7828390
873002;"ST PERE RIBES";"SANT PERE DE RIBES";"BARCELONA";41.2624064;1.7719785
961012;"AGUILERA";"ARANDA DE DUERO";"BURGOS";41.7326210;-3.7699689
961043;"ARANDA DUERO/PRADO MARINA";"ARANDA DE DUERO";"BURGOS";41.6568699;-3.7232950
961044;"ARANDA DUERO/PORTUGAL";"ARANDA DE DUERO";"BURGOS";41.6660419;-3.7254136
961045;"ARANDA DUERO/CANARIAS";"ARANDA DE DUERO";"BURGOS";41.6715067;-3.6851172
961046;"ARANDA DUERO/FRANCESAS";"ARANDA DE DUERO";"BURGOS";41.6640119;-3.6889869
961047;"ARANDA DUERO/VALLADOLID";"ARANDA DE DUERO";"BURGOS";41.6646289;-3.7312585
966014;"MIRANDA EBRO/BARDAURI";"MIRANDA DE EBRO";"BURGOS";42.6403779;-2.9710177
966015;"MIRANDA EBRO/IRCIO";"MIRANDA DE EBRO";"BURGOS";42.6423348;-2.8813676
966016;"MIRANDA EBRO/ORON (EL CRUCERO)";"MIRANDA DE EBRO";"BURGOS";42.6403779;-2.9710177
966017;"MIRANDA EBRO/FUENCALIENTE";"MIRANDA DE EBRO";"BURGOS";42.6855632;-2.9478451
1010002;"CONQUISTADORES CT TSM - 1000013";"CACERES";"CACERES";40.0975514;-6.6236292
1010003;"PERU CT TSM - 1000017";"CACERES";"CACERES";40.0975514;-6.6236292
1010004;"CACERES/MEJOSTILLA";"CACERES";"CACERES";39.4911130;-6.3602151
1010005;"CC/CAPELLANIAS";"CACERES";"CACERES";39.4502634;-5.2321785
1010007;"RINCON DE BALLESTEROS CER-011004";"CACERES";"CACERES";40.0975514;-6.6236292
1010090;"";"CACERES";"CACERES";39.4745175;-6.3716761
1063003;"CORIA";"CORIA";"CACERES";39.9845263;-6.5365720
1063017;"PUEBLA ARGEME";"PUEBLA DE ARGEME";"CACERES";39.9827660;-6.4539356
1063018;"MUXFIN RINCON DEL OBISPO";"RINCON DEL OBISPO";"CACERES";39.9654998;-6.4924529
1066010;"VALDESALOR";"VALDESALOR";"CACERES";39.3839317;-6.3574340
1068009;"NAVALMORAL MATA";"NAVALMORAL DE LA MATA";"CACERES";39.8950006;-5.5456508
1068032;"NAVALMORAL/CAMPO ARAÑUELO MUXFIN";"NAVALMORAL DE LA MATA";"CACERES";39.8928306;-5.5401199
1069014;"PLASENCIA MUXFIN";"PLASENCIA";"CACERES";40.0299210;-6.0901680
1110090;"";"VEJER DE LA FRONTERA";"CADIZ";36.2519370;-5.9670492
1111002;"CHICLANA/BARROSA";"CHICLANA";"CADIZ";36.3369249;-6.1556149
1111003;"CHICLANA/S.ANDRES";"CHICLANA DE LA FRONTERA";"CADIZ";36.4191096;-6.1460683
1111004;"CHICLANA MUXFIN CARRILES - DOCTORAL - BARQUILLA - PAGO DEL HUMO";"CHICLANA DE LA FRONTERA";"CADIZ";36.3803859;-6.2003807
1111005;"";"CHICLANA DE LA FRONTERA";"CADIZ";36.4191096;-6.1460683
1111006;"CHICLANA S.JOSE PTRO-11 - PTRO15 - PTRO-12";"CHICLANA DE LA FRONTERA";"CADIZ";36.4191096;-6.1460683
1112001;"PTO.STA.MARIA/SALINAS PONIENTE - PUERTO SHERRY - EL JUNCAL";"PUERTO DE SANTA MARIA (EL)";"CADIZ";36.6041992;-6.2169966
1112003;"POBLADO NAVAL CT TSM - 1100067";"PUERTO DE SANTA MARIA, EL";"CADIZ";36.6041992;-6.2169966
1112005;"PTO.STA.Mª/P.D.BLANCA";"PUERTO DE SANTA MARIA, EL";"CADIZ";36.6041992;-6.2169966
1112006;"PTO.STA.Mª/MENESTEO";"PUERTO DE SANTA MARIA, EL";"CADIZ";36.5910772;-6.2319729
1114002;"BALLENA";"ROTA";"CADIZ";36.6228636;-6.3599595
1114003;"ROTA MUXFIN";"ROTA";"CADIZ";36.6228636;-6.3599595
1115004;"SAN FERNANDO MUXFIN";"SAN FERNANDO";"CADIZ";36.4646672;-6.1983492
1120004;"ALGECIRAS/PELAYO";"ALGECIRAS";"CADIZ";36.1311725;-5.4473991
1120006;"URB. LOS CAMAROTES-2 (MUXFIN)";"ALGECIRAS";"CADIZ";36.0962621;-5.4479692
1120007;"ALGECIRAS MUXFIN 2";"ALGECIRAS";"CADIZ";36.1311725;-5.4473991
1120090;"";"ALGECIRAS";"CADIZ";36.1311725;-5.4473991
1120777;"";"ALGECIRAS";"CADIZ";36.1311725;-5.4473991
1121002;"CENTRAL TELEFONICA";"SAN MARTIN DEL TESORILLO";"CADIZ";36.3411723;-5.3204960
1121011;"LINEA CONCEPCION/ZABAL";"LINEA DE LA CONCEPCION (LA)";"CADIZ";36.1737596;-5.3426544
1121012;"S.ROQUE/ALCAIDESA";"LINEA DE LA CONCEPCION (LA)";"CADIZ";36.1582961;-5.3404741
1121013;"LA LINEA/ZABAL II - MUX.6 STA.MARG.N.(ALFA)";"LINEA DE LA CONCEPCION, LA";"CADIZ";36.1582961;-5.3404741
1121014;"SAN ROQUE/LA ALCAIDESA TRO";"LINEA DE LA CONCEPCION (LA)";"CADIZ";36.1582961;-5.3404741
1122002;"JIMENA FRONTERA";"JIMENA DE LA FRONTERA";"CADIZ";36.4242640;-5.4341723
