code;site;city;province;latitude;longitude
3610006;"CAMPAÑO";"PONTEVEDRA";"PONTEVEDRA";42.4318876;-8.6431592
3610008;"PT/MONTEPORREIRO";"PONTEVEDRA";"PONTEVEDRA";42.4318876;-8.6431592
3610009;"";"PONTEVEDRA";"PONTEVEDRA";42.4318876;-8.6431592
3610090;"";"PONTEVEDRA";"PONTEVEDRA";42.4318876;-8.6431592
3611005;"SOAXE";"MARIN";"PONTEVEDRA";42.3657845;-8.7346336
3621004;"DOMAIO";"MOAÑA";"PONTEVEDRA";42.3038854;-8.6887474
3621005;"HIO";"CANGAS";"PONTEVEDRA";42.2779080;-8.8478941
3622003;"BUDIÑO CONTENEDOR";"PORRIÑO (O)";"PONTEVEDRA";42.1618812;-8.6202683
3622004;"GRANXA,A";"GRANXA, A";"PONTEVEDRA";42.4006700;-8.7587805
3622006;"PORRIÑO/GANDARAS MUXFIN";"PORRIÑO (O)";"PONTEVEDRA";42.1618812;-8.6202683
3663015;"OURAL (PT)";"SALVATERRA DE MIÑO";"PONTEVEDRA";42.1081233;-8.4897936
3663019;"SERRA (PTEAREAS-PADRONES)";"PONTEAREAS";"PONTEVEDRA";42.1741836;-8.5050427
3663020;"PONTEAREAS";"CARRASQUEIRA";"PONTEVEDRA";42.1778580;-8.5083951
3663022;"PONTEAREAS/PEREIRO ARMARIO U";"PONTEAREAS";"PONTEVEDRA";42.1741836;-8.5050427
3666003;"CAMBADOS/SETE PIAS";"CAMBADOS";"PONTEVEDRA";42.5295701;-8.7730505
3666019;"BOUZA";"CAMBADOS";"PONTEVEDRA";42.4835709;-8.8043758
2611007;"VILLAMEDIANA DE IREGUA";"VILLAMEDIANA DE IREGUA";"LA RIOJA";42.4222762;-2.4176799
2613003;"LARDERO";"LARDERO";"LA RIOJA";42.4278963;-2.4609105
2613008;"LG/SIERRA";"LOGROÑO";"LA RIOJA";42.4661196;-2.4396676
2613011;"LARDERO/SECTOR T1 - LARDERO/SECTOR R1";"LARDERO";"LA RIOJA";42.4272883;-2.4624393
2661001;"ALFARO";"ALFARO";"LA RIOJA";42.1866089;-1.7481374
2664004;"HARO CT  TSM-2600018";"HARO";"LA RIOJA";42.5768922;-2.8466768
2665007;"NAJERA CT TSM - 2600023";"NAJERA";"LA RIOJA";42.4167450;-2.7336874
3710008;"STA.MARTA TORMES/S.BLAS";"STA. MARTA DE TORMES";"SALAMANCA";40.9499990;-5.6274568
3710011;"CARRETERA SALAMANCA";"CARBAJOSA DE LA SAGRADA";"SALAMANCA";40.9426357;-5.6532459
3761037;"POLIGONO";"BEJAR";"SALAMANCA";40.3837283;-5.7701004
3763004;"BOCACARA";"CIUDAD RODRIGO";"SALAMANCA";40.6746511;-6.4030981
3763050;"CIUDAD RODRIGO/POL.VIÑAS";"CIUDAD RODRIGO";"SALAMANCA";40.5973921;-6.5335182
3767013;"PEÑARANDA BRACAMONTE";"PEÑARANDA DE BRACAMONTE";"SALAMANCA";40.8980610;-5.2068868
3810003;"SC/PORLIER";"STA. CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";28.3887583;-16.5854577
3810007;"S.CRISTOBAL LAGUNA";"SAN CRISTOBAL DE LA LAGUNA";"SANTA CRUZ DE TENERIFE";28.4870483;-16.3140403
3810008;"TF/TACO CT TSM - 3800059";"STA. CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";28.3887583;-16.5854577
3810009;"S.ANDRES (SC)";"SANTA CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";28.4687096;-16.2528224
3810010;"TAGANANA";"SANTA CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";28.4687096;-16.2528224
3810011;"TEJINA";"TEJINA";"SANTA CRUZ DE TENERIFE";28.5352039;-16.3609575
3810013;"GUAMASA";"GUAMASA";"SANTA CRUZ DE TENERIFE";28.4923208;-16.3667484
3810014;"MAJUELOS";"MAJUELOS, LOS";"SANTA CRUZ DE TENERIFE";28.4583914;-16.2994856
3810016;"PUNTA HIDALGO";"SANTA CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";28.5763895;-16.3288060
3810017;"IGUESTE";"IGUESTE SAN ANDRES";"SANTA CRUZ DE TENERIFE";28.5237691;-16.1494968
3810018;"VALLESECO";"VALLESECO";"SANTA CRUZ DE TENERIFE";28.4872086;-16.2371817
3810020;"MERCEDES, LAS";"SANTA CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";28.4687096;-16.2528224
3810021;"VALLE GUERRA";"SAN CRISTOBAL DE LA LAGUNA";"SANTA CRUZ DE TENERIFE";28.5215207;-16.3892836
3810022;"MINA";"LA MINA";"SANTA CRUZ DE TENERIFE";28.4614674;-16.3368402
3810030;"PTRO CAMINO LOS ANDENES";"LOS ANDENES";"SANTA CRUZ DE TENERIFE";28.4493851;-16.3056439
3810090;"";"SANTA CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";28.4671780;-16.2507843
3811002;"BARRANCO HONDO";"CANDELARIA";"SANTA CRUZ DE TENERIFE";28.4671780;-16.2507843
4010001;"SG/HUERTOS";"SEGOVIA";"SEGOVIA";40.9864082;-4.2060194
4010005;"REVENGA";"REVENGA";"SEGOVIA";40.8721902;-4.1022136
4010007;"SG/LUZ CASTILLA";"SEGOVIA";"SEGOVIA";40.9222840;-4.1111726
4010010;"HONTORIA/P.IND.";"HONTORIA";"SEGOVIA";40.9075314;-4.1107515
4010017;"HONTORIA/CONSTITUCION";"HONTORIA (SEGOVIA)";"SEGOVIA";40.9078871;-4.1237381
4010090;"";"SEGOVIA";"SEGOVIA";40.9481192;-4.1172101
4012003;"MADRONA";"SEGOVIA";"SEGOVIA";40.8976318;-4.1712888
4012007;"MADRONA/C. PENITENCIARIO";"SEGOVIA";"SEGOVIA";40.9481192;-4.1172101
4012008;"FUENTEMILANOS";"SEGOVIA";"SEGOVIA";40.8748988;-4.2278588
4014002;"HONTANARES ERESMA/RIO";"HONTANARES DE ERESMA";"SEGOVIA";40.9822979;-4.2035613
4061001;"VALDESIMONTE/HUERTOS";"SEGOVIA";"SEGOVIA";40.9481192;-4.1172101
4064012;"PARADINA/ALAMO";"SEGOVIA";"SEGOVIA";40.7620094;-4.4458832
4079000;"";"SEGOVIA";"SEGOVIA";40.9481192;-4.1172101
4110001;"SEVILLA/ 5 MUXFINs";"SEVILLA";"SEVILLA";37.3886303;-5.9953403
4110018;"TOMARES";"TOMARES";"SEVILLA";37.3597453;-6.0514860
4110020;"SANTIPONCE";"SANTIPONCE";"SEVILLA";37.4412732;-6.0444000
4110029;"SAN JUAN DE AZNALFARACHE MUXFIN";"SAN JUAN DE AZNALFARACHE";"SEVILLA";37.3599507;-6.0328600
4112004;"GUILLENA";"GUILLENA";"SEVILLA";37.5426585;-6.0517616
4112005;"ALGABA";"ALGABA, LA";"SEVILLA";37.4582492;-6.0094746
4112009;"TORRE REINA";"TORRE De LA REINA";"SEVILLA";37.5099431;-6.0241192
4112011;"PAJANOSAS";"PAJANOSAS, LAS";"SEVILLA";37.5780856;-6.1035374
4112012;"PAJANOSAS MUXFIN";"PAJANOSAS, LAS";"SEVILLA";37.5780856;-6.1035374
4112013;"GUILLENA MUXFIN";"GUILLENA";"SEVILLA";37.5464709;-6.0570520
4113003;"MUXFIN/MAIRENA ALJAR/LAS BRISAS 2";"MAIRENA DEL ALJARAFE";"SEVILLA";37.3444908;-6.0606771
4113004;"MAIRENA ALJ./GRANADILLOS";"MAIRENA DEL ALJARAFE";"SEVILLA";37.3444908;-6.0606771
4113005;"VILLAFRANCO GUADALQ.";"ISLA MAYOR";"SEVILLA";37.1324663;-6.1648075
4113007;"PUEBLA RIO";"PUEBLA DEL RIO";"SEVILLA";37.2750657;-6.1568491
4113008;"PALOMARES RIO";"PALOMARES DEL RIO";"SEVILLA";37.3151925;-6.0831075
4113009;"ALFONSO XIII";"ISLA MAYOR";"SEVILLA";37.1626174;-6.1632399
4113011;"MUXFIN POL. CITEC";"GELVES";"SEVILLA";37.3395756;-6.0260114
4113012;"GELVES";"GELVES";"SEVILLA";37.3254602;-6.0271113
4113014;"MUXFIN/CORIA RIO/PERI ROCIO2";"CORIA DEL RIO";"SEVILLA";37.2892112;-6.0535287
4113015;"MUXFIN SAN ANTONIO-GORDAL";"PALOMARES DEL RIO";"SEVILLA";37.3189698;-6.0634037
4115003;"OLIVARES";"OLIVARES";"SEVILLA";37.4023295;-6.1839606
4115006;"VALENCINA CONCEPCION";"VALENCINA DE LA CONCEPCION";"SEVILLA";37.4161743;-6.0765925
4115010;"UMBRETE";"UMBRETE";"SEVILLA";37.3703979;-6.1567531
4115011;"SALTERAS";"SALTERAS";"SEVILLA";37.4102906;-6.0989709
4115013;"MUXFIN ARGENTUM";"SALTERAS";"SEVILLA";37.4188774;-6.1109126
4115015;"MUXFIN ALTOS DE GINES";"GINES";"SEVILLA";37.3877985;-6.0785818
4115018;"MUXFIN SR-8 VILLANUEVA ARISCAL";"VILLANUEVA DEL ARISCAL";"SEVILLA";37.3966241;-6.1444552
4161003;"MARCHENA";"MARCHENA";"SEVILLA";37.3343424;-5.4254964
4162004;"CASTILBLANCO ARROYOS";"CASTILBLANCO DE LOS ARROYOS";"SEVILLA";37.6724008;-5.8953673
4162009;"VILLAVERDE RIO";"VILLAVERDE DEL RIO";"SEVILLA";37.5881835;-5.8735288
4165005;"ISLA REDONDA";"ECIJA";"SEVILLA";37.4514877;-4.8845636
4165006;"VILLANUEVA DEL REY LITESPAN";"VILLANUEVA DEL REY";"SEVILLA";37.5265702;-5.1588303
4165007;"ECIJA";"ECIJA";"SEVILLA";37.5434532;-5.0831570
4165009;"MUXFIN SEDESA";"VILLANUEVA DEL REY";"SEVILLA";37.5265702;-5.1588303
4166002;"LORA RIO";"LORA DEL RIO";"SEVILLA";37.6612874;-5.5310778
4166003;"PEÑAFLOR";"PEÑAFLOR";"SEVILLA";37.7073685;-5.3407988
4166004;"PRIORATO";"PRIORATO, EL";"SEVILLA";37.6919108;-5.4392200
4166005;"MUXFIN P.I. MATALLANA";"LORA DEL RIO";"SEVILLA";37.6574267;-5.5275818
4170004;"LEBRIJA CT TSM - 4100043";"LEBRIJA";"SEVILLA";36.9193102;-6.0764057
4170007;"MONTELLANO";"MONTELLANO";"SEVILLA";37.0118857;-5.5062486
4170011;"PINZON";"PINZON";"SEVILLA";37.1098472;-6.0156654
4170014;"TORBISCAL";"EL TORBISCAL";"SEVILLA";37.0843622;-5.8568287
4170016;"UTRERA MUXFIN";"UTRERA";"SEVILLA";37.1833437;-5.7902404
4170018;"GUADALEMA QUINTEROS";"GUADALEMA DE LOS QUINTEROS";"SEVILLA";37.3886303;-5.9953403
4170019;"PALMAR TROYA";"PALMAR TROYA";"SEVILLA";37.0597856;-5.8032650
4170020;"TRAJANO";"UTRERA";"SEVILLA";37.0700268;-5.9081286
4170021;"MUXFIX";"LEBRIJA";"SEVILLA";36.9193102;-6.0764057
4210006;"";"SORIA";"SORIA";41.7633842;-2.4642041
4210090;"";"SORIA";"SORIA";41.7633842;-2.4642041
4302006;"MORELL";"MORELL, EL";"TARRAGONA";41.1923783;1.2063559
4310002;"TG/IMPERIAL";"TARRAGONA";"TARRAGONA";41.1172364;1.2530982
4310004;"TG/S.SALVADOR";"TARRAGONA";"TARRAGONA";41.1172364;1.2530982
4310007;"TG/LLEVANT";"TARRAGONA";"TARRAGONA";41.1778404;1.4165025
4310090;"";"TARRAGONA";"TARRAGONA";41.1172364;1.2530982
4311006;"TORREDEMBARRA TSM - 4300050";"TORREDEMBARRA";"TARRAGONA";41.1461550;1.3959508
4312015;"VALLS";"VALLS";"TARRAGONA";41.2895828;1.2587091
4321003;"CAMBRILS/VILAFORTUNY";"CAMBRILS";"TARRAGONA";41.0705064;1.0533369
4368001;"ARBOC";"ARBOÇ, L ";"TARRAGONA";41.2736739;1.6004144
4368008;"Bº MARITIM COMARRUGA";"COMA-RUGA";"TARRAGONA";41.1818421;1.5216275
4410001;"TE/TORICO";"TERUEL";"TERUEL";40.3436719;-1.1081939
4410002;"TE/AMERICA";"TERUEL";"TERUEL";40.6005259;-0.9229281
4410005;"VILLASPESA";"TERUEL";"TERUEL";40.2985016;-1.1223901
4410090;"";"TERUEL";"TERUEL";40.3436719;-1.1081939
4411001;"CAUDE";"TERUEL";"TERUEL";40.3436719;-1.1081939
4411003;"CELLA";"CELLA";"TERUEL";40.4824454;-0.3202643
4467007;"UTRILLAS";"BARRIADA OBRERA DEL SUR";"TERUEL";40.8069397;-0.8450516
2862005;"SESEÑA/JARAMA (TO)";"SESEÑA";"MADRID";40.3985421;-3.7599408
2862009;"SESEÑA/NUEVO (TO)";"SESEÑA";"MADRID";40.3985421;-3.7599408
2862016;"SESEÑA/FITL19";"SESEÑA";"MADRID";40.1048269;-3.6963093
4510090;"";"TALAVERA DE LA REINA";"TOLEDO";39.9603798;-4.8311717
4511002;"BARGAS";"BARGAS";"TOLEDO";39.9240061;-4.0217093
4512001;"MOCEJON";"MOCEJON";"TOLEDO";39.9396947;-3.9163783
4550105;"";"ILLESCAS";"TOLEDO";40.1248436;-3.8492688
4562002;"AÑOVER DE TAJO";"AÑOVER DE TAJO";"TOLEDO";40.0331070;-3.7567961
4562014;"YUNCOS";"YUNCOS";"TOLEDO";40.1057831;-3.8952852
4562022;"ILLE/URB.MORATALAZ FASTLINK";"ILLESCAS";"TOLEDO";40.1248436;-3.8492688
4562026;"ILLESCAS MUXFIN SEÑORIA - SAN LORENZO - PI BOADILLA";"ILLESCAS";"TOLEDO";40.1208917;-3.8423250
4563002;"CONSUEGRA";"CONSUEGRA";"TOLEDO";39.4534984;-3.6114271
4563003;"MADRIDEJOS";"MADRIDEJOS";"TOLEDO";39.5295230;-3.6025790
4565008;"OCAÑA";"OCAÑA";"TOLEDO";39.9558746;-3.4988103
4565009;"ONTIGOLA";"ONTIGOLA";"TOLEDO";40.0017166;-3.5738714
4565014;"YEPES";"YEPES";"TOLEDO";39.9021542;-3.6302109
4565015;"OCAÑA MUXFIN C/ TOLEDO";"OCAÑA";"TOLEDO";39.9586665;-3.5007717
4568006;"MIGUEL ESTEBAN";"MIGUEL ESTEBAN";"TOLEDO";39.5171646;-3.0516994
4568007;"QUINTANAR ORDEN";"QUINTANAR DE LA ORDEN";"TOLEDO";39.5782267;-3.0463144
4569014;"TALAVERA NUEVA";"TALAVERA DE LA REINA";"TOLEDO";39.9352751;-4.8917714
4569019;"TALAVERA REINA/TOHERRIERO";"TALAVERA DE LA REINA";"TOLEDO";39.9603798;-4.8311717
4569020;"MUXFIN GAMONAL";"GAMONAL";"TOLEDO";39.9609346;-4.9597208
4570009;"FUENSALIDA";"FUENSALIDA";"TOLEDO";40.0470493;-4.2109508
4570012;"PUEBLA MONTALBAN";"PUEBLA DE MONTALBAN, LA";"TOLEDO";39.8750294;-4.3698635
4570023;"TORRIJOS";"TORRIJOS";"TOLEDO";39.9788063;-4.2831624
4579000;"";"OCAÑA";"TOLEDO";39.9586665;-3.5007717
4611005;"PICASSENT PTRO9 MUXFIN UR EL PINAR";"PICASSENT";"VALENCIA";39.3635190;-0.4611789
4611006;"PICASSENT/PARQUE";"PICASSENT";"VALENCIA";39.3635190;-0.4611789
4613007;"PLAYA POBLA FARNALS";"POBLA DE FARNALS (LA)";"VALENCIA";39.5651707;-0.2818443
4613008;"ALFINACH URB. LOS MONASTERIOS";"ALFINACH";"VALENCIA";39.6162910;-0.3119401
4661013;"POBLA LLARGA";"POBLA LLARGA, LA";"VALENCIA";39.0832888;-0.4696305
4663007;"BETERA MUXFIN";"BETERA";"VALENCIA";41.9120404;-2.4805196
4663008;"BASE MILITAR";"BETERA";"VALENCIA";39.6236348;-0.4722956
4664002;"BUÑOL";"BUÑOL";"VALENCIA";39.4270963;-0.7873995
4664004;"CENTRAL CHESTE";"CHESTE";"VALENCIA";39.4939368;-0.6842101
4664014;"CHESTE CIRCUITO ALTA VELOCIDAD";"CHESTE";"VALENCIA";39.4939368;-0.6842101
4667009;"GANDIA MUXFIN ARM. R.-C.C.LA VITAL";"GANDIA";"VALENCIA";38.9675925;-0.1803423
4667012;"XERACO";"XERACO";"VALENCIA";39.0262212;-0.2147859
4667024;"PLAYA XERACO";"PLAYA DE XERACO";"VALENCIA";39.0299573;-0.1809315
4667028;"ARMARIO TIPO J";"GANDIA";"VALENCIA";38.9675925;-0.1803423
4669002;"ARMARIO TIPO U";"POBLA DE VALLBONA, LA";"VALENCIA";39.5856110;-0.5516390
4670004;"ONTINYENT MUXFIN URB EL PILAR";"ONTINYENT";"VALENCIA";38.8208523;-0.6099929
4670006;"ONTINYENT/PLA";"ONTINYENT";"VALENCIA";38.8208523;-0.6099929
4670010;"ONTINYENT/ALTET";"ONTINYENT";"VALENCIA";38.8208523;-0.6099929
4671004;"PORTERA";"PORTERA, LA";"VALENCIA";40.2609759;-0.3631516
4671005;"DUQUES";"LOS DUQUES";"VALENCIA";39.4338739;-1.2062021
4671006;"ISIDROS";"ISIDROS, LOS";"VALENCIA";39.4179395;-1.2903029
4671009;"S.ANTONIO";"REQUENA";"VALENCIA";39.5200250;-1.1532220
4671012;"PEDRONES";"PEDRONES, LOS";"VALENCIA";39.3364032;-1.0823471
4671013;"CAMPO ARCIS";"CAMPO ARCIS";"VALENCIA";39.4697065;-0.3763353
4671014;"CASAS DEL RIO";"CASAS DEL RIO";"VALENCIA";39.4697065;-0.3763353
4671015;"MUXFIN EN EL REBOLLAR";"REQUENA";"VALENCIA";39.4880777;-1.1001643
4672006;"FAURA";"FAURA";"VALENCIA";39.3759289;-0.5741032
4672007;"GILET";"GILET";"VALENCIA";39.6794324;-0.3205986
4672009;"PLAYA CANET";"PLAYA DE CANET";"VALENCIA";39.6938159;-0.1994720
4672011;"PUERTO DE SAGUNTO F27 - F28 - F30 - MUXFIN";"SAGUNTO/SAGUNT";"VALENCIA";39.6792916;-0.2786451
4673004;"PERELLO (V)";"SUECA";"VALENCIA";39.2766828;-0.2770574
4673006;"ELS MARENYS";"ELS MARENYS";"VALENCIA";39.0114109;-0.1801610
4673007;"CULLERA FARO  TSM - 4600011";"CULLERA FARO";"VALENCIA";39.1865109;-0.2169764
4674002;"ARM.  TIPO U";"UTIEL";"VALENCIA";39.5680797;-1.2051604
4674007;"CORRALES (V)";"CORRALES, LOS";"VALENCIA";39.5954327;-1.2714154
4674011;"UTIEL";"UTIEL";"VALENCIA";39.5707443;-1.2023561
4674017;"ESTENAS";"ESTENAS";"VALENCIA";39.5966209;-1.1148153
4674022;"TORRE DE UTIEL PTRO-3 MUXFIN";"TORRE, LA (UTIEL)";"VALENCIA";39.6694627;-1.2647204
4710007;"CISTERNIGA";"CISTERNIGA";"VALLADOLID";41.6249707;-4.6603499
4710013;"ARROYO/SALERO";"ARROYO";"VALLADOLID";41.6096408;-4.7972809
4710019;"CISTERNIGA/OLMO";"CISTERNIGA";"VALLADOLID";41.6121464;-4.6851558
4711001;"CABEZON PISUERGA";"CABEZON DE PISUERGA";"VALLADOLID";41.7235896;-4.6755794
4712001;"CIGALES";"CIGALES";"VALLADOLID";41.7718687;-4.6812095
4713013;"LAGUNA DUERO/FTE.TITANES";"LAGUNA DE DUERO";"VALLADOLID";41.5828110;-4.7214404
4713017;"LAGUNA DUERO/LOBAS";"LAGUNA DE DUERO";"VALLADOLID";41.5639202;-4.7332881
4715001;"TUDELA DUERO";"TUDELA DE DUERO";"VALLADOLID";41.5509446;-4.6521467
4715003;"HERRERA DUERO";"TUDELA DE DUERO";"VALLADOLID";41.5634633;-4.6533821
4763004;"ISCAR";"ISCAR";"VALLADOLID";41.3651033;-4.5374395
4763010;"ISCAR/P.CAÑADAS LLOSA";"ISCAR";"VALLADOLID";41.3634512;-4.5338953
4766008;"TORDESILLAS";"TORDESILLAS";"VALLADOLID";41.5159842;-5.0117221
4766013;"MONTICO";"TORDESILLAS";"VALLADOLID";41.5095033;-4.9419864
4766014;"VILLAMARCIEL";"VILLAMARCIEL";"VALLADOLID";41.5303600;-4.8855510
4810009;"BL/GRAN VIA";"BILBAO";"VIZCAYA";43.2630018;-2.9350039
4810027;"ERLETXES CT";"GALDAKAO";"VIZCAYA";43.2332639;-2.8453385
4810029;"KAREAGA";"BARAKALDO";"VIZCAYA";43.2866170;-3.0058020
4810030;"MERCABILBAO";"MERCABILBAO (BASAURI)";"VIZCAYA";43.2330647;-2.8869305
4810035;"BL/TORRE IBERDROLA";"BILBAO";"VIZCAYA";43.2679701;-2.9386426
4810077;"";"BILBAO";"VIZCAYA";43.2630018;-2.9350039
4811005;"BOROA - GOROZIKIA";"BOROA";"VIZCAYA";43.2406929;-2.7489995
4813005;"ERGOIEN/MARURI y LARRAURI";"MUNGIA";"VIZCAYA";43.3540663;-2.8464157
4879000;"";"VALLE DE TRAPAGA";"VIZCAYA";43.3030620;-3.0392135
4910004;"CARRASCAL DE DUERO";"ZAMORA";"ZAMORA";41.5056332;-5.7447550
4910008;"ZAMORA/HINIESTA";"ZAMORA";"ZAMORA";41.5642640;-5.8737790
4910009;"ZAMORA/OBISPO";"ZAMORA";"ZAMORA";41.5053390;-5.7513475
4910099;"";"ZAMORA";"ZAMORA";41.5056332;-5.7447550
5011002;"MARIA HUERVA";"MARIA DE HUERVA";"ZARAGOZA";41.5302422;-0.9904449
5012003;"PUEBLA ALFIINDEN";"PUEBLA DE ALFINDEN, LA";"ZARAGOZA";41.6315870;-0.7508841
5014001;"VILLAN. GALLEGO";"VILLANUEVA DE GALLEGO";"ZARAGOZA";41.7679783;-0.8216753
5019030;"Z/VALDECONSEJO 1 - 2 - 3";"ZARAGOZA";"ZARAGOZA";41.6521342;-0.8809428
5061001;"ALAGON (Z)";"ALAGON";"ZARAGOZA";41.7716254;-1.1126082
5063002;"CALATORAO";"CALATORAO";"ZARAGOZA";41.5261176;-1.3450624
5063005;"ALMUNIA CT TSM-5000109";"ALMUNIA DE DOÑA GODINA, LA";"ZARAGOZA";41.5064145;-1.3489651
5063011;"RICLA";"RICLA";"ZARAGOZA";41.5012756;-1.4027915
5069001;"EJEA/POL.VALDEFERRIN - 2 - 3";"EJEA DE LOS CABALLEROS";"ZARAGOZA";42.1264892;-1.1382958
5069002;"BARDENAS";"EJEA DE LOS CABALLEROS";"ZARAGOZA";40.8189679;-1.7595184
5069006;"EJEA";"EJEA DE LOS CABALLEROS";"ZARAGOZA";42.1107963;-1.1455209
5069007;"BAYO";"EJEA DE LOS CABALLEROS";"ZARAGOZA";42.1264892;-1.1382958
5069008;"FARASDUES";"EJEA DE LOS CABALLEROS";"ZARAGOZA";42.1264892;-1.1382958
5069013;"STA.ANASTASIA";"EJEA DE LOS CABALLEROS";"ZARAGOZA";42.1409174;-1.2296608
5069015;"PINSORO";"EJEA DE LOS CABALLEROS";"ZARAGOZA";42.1968703;-1.3371067
5069016;"VALAREÑA";"EJEA DE LOS CABALLEROS";"ZARAGOZA";42.1323003;-1.3094443
5069017;"RIVAS";"EJEA DE LOS CABALLEROS";"ZARAGOZA";42.1682413;-1.1344885
5075004;"TARAZONA ARAGON";"TARAZONA DE ARAGON";"ZARAGOZA";41.9055886;-1.7207742
5076003;"ZUERA/LLANOS ESTACION";"ZUERA";"ZARAGOZA";41.8659094;-0.7886383
5076010;"ZUERA";"ZUERA";"ZARAGOZA";41.8772930;-0.7641283
5076012;"ONTINAR SALZ";"ZUERA";"ZARAGOZA";41.9356630;-0.7573891
5076016;"ZUERA/CAMPILLO";"ZUERA";"ZARAGOZA";41.8898367;-0.7866566
